code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,total_vle_used,total_clicks,total_assessments,attempted_assessment,non_attempted_assessment,average_score
EEE,2013J,M,North Region,A Level or Equivalent,,0-35,0,30,N,Withdrawn,-107.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,M,Scotland,HE Qualification,30-40%,35-55,0,90,N,Pass,-33.0,,65.0,4844.0,4.0,4.0,0.0,87.25
EEE,2013J,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-51.0,65.0,9.0,41.0,0.0,0.0,0.0,0.0
EEE,2013J,M,West Midlands Region,Lower Than A Level,80-90%,35-55,0,120,N,Pass,-61.0,,70.0,6917.0,4.0,4.0,0.0,81.75
EEE,2013J,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass,-71.0,,51.0,1264.0,4.0,4.0,0.0,79.75
EEE,2013J,M,North Western Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn,-47.0,165.0,25.0,391.0,2.0,2.0,0.0,59.0
EEE,2013J,M,Scotland,HE Qualification,60-70%,0-35,0,215,N,Pass,-12.0,,32.0,827.0,3.0,3.0,0.0,62.67
EEE,2013J,M,South West Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,-36.0,,58.0,2202.0,4.0,4.0,0.0,75.25
EEE,2013J,M,South West Region,HE Qualification,30-40%,35-55,0,55,N,Fail,-19.0,,33.0,1146.0,2.0,2.0,0.0,81.5
EEE,2013J,M,Scotland,Lower Than A Level,40-50%,35-55,0,255,N,Withdrawn,-100.0,-93.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,M,South Region,A Level or Equivalent,20-30%,0-35,0,150,N,Pass,-108.0,,68.0,1797.0,4.0,4.0,0.0,73.25
EEE,2013J,M,North Region,Lower Than A Level,30-40%,0-35,0,210,Y,Fail,-75.0,,31.0,387.0,1.0,1.0,0.0,95.0
EEE,2013J,M,Scotland,Lower Than A Level,10-20,0-35,0,90,N,Fail,-102.0,,5.0,13.0,0.0,0.0,0.0,0.0
EEE,2013J,M,East Midlands Region,HE Qualification,50-60%,0-35,0,120,N,Distinction,-99.0,,44.0,2329.0,4.0,4.0,0.0,92.75
EEE,2013J,M,North Western Region,HE Qualification,40-50%,35-55,0,60,N,Withdrawn,-130.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,M,South Region,Lower Than A Level,90-100%,0-35,0,30,Y,Withdrawn,-9.0,103.0,19.0,349.0,1.0,1.0,0.0,78.0
EEE,2013J,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,-26.0,145.0,18.0,290.0,3.0,3.0,0.0,57.67
EEE,2013J,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,-145.0,,56.0,4018.0,4.0,4.0,0.0,78.0
EEE,2013J,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,-100.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
EEE,2013J,M,London Region,Lower Than A Level,10-20,0-35,0,60,N,Distinction,-59.0,,63.0,2684.0,4.0,4.0,0.0,93.5
EEE,2013J,M,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,Distinction,-78.0,,56.0,2477.0,4.0,4.0,0.0,95.75
EEE,2013J,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,90,N,Pass,-31.0,,39.0,946.0,4.0,4.0,0.0,71.0
EEE,2013J,M,North Western Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,-25.0,,28.0,585.0,4.0,4.0,0.0,66.25
EEE,2013J,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-79.0,,57.0,2299.0,4.0,4.0,0.0,91.75
EEE,2013J,M,Scotland,A Level or Equivalent,80-90%,0-35,0,90,N,Pass,-157.0,,67.0,2700.0,4.0,4.0,0.0,67.0
EEE,2013J,M,Scotland,A Level or Equivalent,80-90%,35-55,0,30,N,Distinction,-19.0,,68.0,3860.0,4.0,4.0,0.0,94.0
EEE,2013J,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass,-102.0,,61.0,1906.0,4.0,4.0,0.0,86.75
EEE,2013J,F,South Region,A Level or Equivalent,,0-35,0,60,N,Pass,-53.0,,57.0,2195.0,4.0,4.0,0.0,81.0
EEE,2013J,M,South East Region,A Level or Equivalent,20-30%,0-35,0,70,N,Pass,-145.0,,54.0,1262.0,4.0,4.0,0.0,80.75
EEE,2013J,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,40,N,Pass,-49.0,,61.0,3008.0,4.0,4.0,0.0,92.0
EEE,2013J,M,North Region,Lower Than A Level,,35-55,0,60,N,Pass,-54.0,,84.0,9599.0,4.0,4.0,0.0,85.5
EEE,2013J,F,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,-179.0,-121.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-53.0,159.0,24.0,284.0,2.0,2.0,0.0,57.5
EEE,2013J,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-75.0,0.0,18.0,200.0,0.0,0.0,0.0,0.0
EEE,2013J,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-158.0,,55.0,2743.0,4.0,4.0,0.0,79.0
EEE,2013J,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,30,N,Fail,-36.0,,27.0,469.0,1.0,1.0,0.0,70.0
EEE,2013J,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,30,N,Pass,-36.0,,57.0,988.0,3.0,3.0,0.0,79.0
EEE,2013J,M,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn,-32.0,47.0,1.0,2.0,0.0,0.0,0.0,0.0
EEE,2013J,F,North Western Region,A Level or Equivalent,10-20,0-35,0,40,N,Pass,-58.0,,52.0,1462.0,4.0,4.0,0.0,87.25
EEE,2013J,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,160,N,Pass,-45.0,,25.0,380.0,4.0,4.0,0.0,64.5
EEE,2013J,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,-81.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-103.0,,60.0,1373.0,4.0,4.0,0.0,90.5
EEE,2013J,M,East Anglian Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-149.0,,55.0,951.0,3.0,3.0,0.0,75.0
EEE,2013J,M,East Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,-47.0,,82.0,6374.0,4.0,4.0,0.0,73.75
EEE,2013J,M,North Western Region,A Level or Equivalent,90-100%,0-35,0,90,N,Distinction,-38.0,,63.0,2805.0,4.0,4.0,0.0,92.75
EEE,2013J,F,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,-96.0,,53.0,1461.0,4.0,4.0,0.0,71.75
EEE,2013J,M,Scotland,A Level or Equivalent,10-20,35-55,0,120,N,Pass,-82.0,,56.0,1675.0,4.0,4.0,0.0,89.5
EEE,2013J,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,-67.0,,58.0,1108.0,4.0,4.0,0.0,76.0
EEE,2013J,M,London Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-85.0,,36.0,1094.0,3.0,3.0,0.0,70.33
EEE,2013J,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-113.0,0.0,19.0,255.0,0.0,0.0,0.0,0.0
EEE,2013J,M,West Midlands Region,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn,-106.0,-102.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,F,South West Region,HE Qualification,70-80%,0-35,0,240,N,Pass,-58.0,,44.0,1368.0,4.0,4.0,0.0,85.0
EEE,2013J,M,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,N,Fail,-72.0,,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,F,South West Region,A Level or Equivalent,10-20,0-35,0,30,Y,Withdrawn,-75.0,95.0,20.0,264.0,0.0,0.0,0.0,0.0
EEE,2013J,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-75.0,,57.0,1542.0,4.0,4.0,0.0,82.25
EEE,2013J,M,London Region,HE Qualification,80-90%,0-35,0,60,N,Pass,-26.0,,26.0,525.0,4.0,4.0,0.0,75.0
EEE,2013J,M,Scotland,A Level or Equivalent,50-60%,35-55,0,30,N,Fail,-23.0,,3.0,9.0,0.0,0.0,0.0,0.0
EEE,2013J,M,Scotland,Lower Than A Level,70-80%,35-55,0,30,N,Withdrawn,-92.0,171.0,37.0,419.0,2.0,2.0,0.0,47.5
EEE,2013J,M,North Western Region,HE Qualification,0-10%,0-35,0,60,N,Withdrawn,-85.0,188.0,25.0,455.0,1.0,1.0,0.0,66.0
EEE,2013J,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,90,N,Fail,-150.0,,36.0,1592.0,4.0,4.0,0.0,63.5
EEE,2013J,F,South East Region,A Level or Equivalent,30-40%,35-55,0,30,Y,Distinction,-37.0,,61.0,2105.0,4.0,4.0,0.0,91.0
EEE,2013J,M,Scotland,A Level or Equivalent,10-20,0-35,0,30,N,Pass,-82.0,,53.0,1722.0,4.0,4.0,0.0,52.0
EEE,2013J,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Distinction,-38.0,,65.0,3222.0,4.0,4.0,0.0,93.25
EEE,2013J,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass,-49.0,,35.0,568.0,4.0,4.0,0.0,58.75
EEE,2013J,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-103.0,,53.0,1599.0,4.0,4.0,0.0,80.0
EEE,2013J,M,London Region,A Level or Equivalent,10-20,0-35,0,30,N,Pass,-36.0,,42.0,941.0,4.0,4.0,0.0,71.0
EEE,2013J,M,North Western Region,HE Qualification,10-20,0-35,0,60,N,Pass,-107.0,,65.0,4395.0,4.0,4.0,0.0,93.25
EEE,2013J,M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,-101.0,97.0,16.0,194.0,0.0,0.0,0.0,0.0
EEE,2013J,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,Fail,-24.0,,21.0,312.0,1.0,1.0,0.0,83.0
EEE,2013J,M,North Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,-123.0,,56.0,1354.0,4.0,4.0,0.0,89.25
EEE,2013J,M,Wales,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,-22.0,,67.0,2142.0,4.0,4.0,0.0,86.5
EEE,2013J,F,Ireland,A Level or Equivalent,0-10%,0-35,0,90,N,Pass,-11.0,,48.0,1543.0,4.0,4.0,0.0,78.5
EEE,2013J,M,South East Region,A Level or Equivalent,40-50%,0-35,0,30,N,Withdrawn,-88.0,-82.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,M,South West Region,Lower Than A Level,70-80%,35-55,0,30,N,Distinction,-138.0,,69.0,5127.0,4.0,4.0,0.0,96.25
EEE,2013J,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,45,N,Pass,-44.0,,26.0,320.0,4.0,4.0,0.0,67.0
EEE,2013J,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-27.0,,72.0,2369.0,4.0,4.0,0.0,69.0
EEE,2013J,M,South Region,Lower Than A Level,10-20,0-35,0,90,N,Pass,-64.0,,35.0,1035.0,4.0,4.0,0.0,46.75
EEE,2013J,M,South East Region,A Level or Equivalent,40-50%,35-55,0,30,N,Pass,-172.0,,63.0,2399.0,4.0,4.0,0.0,47.5
EEE,2013J,M,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,-29.0,,23.0,320.0,1.0,1.0,0.0,57.0
EEE,2013J,M,London Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass,-136.0,,63.0,2132.0,4.0,4.0,0.0,78.5
EEE,2013J,F,South Region,Lower Than A Level,50-60%,0-35,0,30,Y,Withdrawn,-92.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
EEE,2013J,M,Wales,Lower Than A Level,10-20,0-35,0,30,Y,Pass,-67.0,,58.0,1722.0,4.0,4.0,0.0,77.0
EEE,2013J,F,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,-67.0,,54.0,1912.0,4.0,4.0,0.0,85.5
EEE,2013J,M,East Anglian Region,HE Qualification,30-40%,35-55,0,60,N,Withdrawn,-92.0,139.0,26.0,274.0,0.0,0.0,0.0,0.0
EEE,2013J,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,95,N,Withdrawn,-80.0,150.0,33.0,657.0,2.0,2.0,0.0,79.0
EEE,2013J,M,North Western Region,HE Qualification,10-20,35-55,0,30,N,Pass,-29.0,,52.0,2258.0,4.0,4.0,0.0,72.25
EEE,2013J,F,North Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-23.0,,43.0,1145.0,4.0,4.0,0.0,84.0
EEE,2013J,M,South Region,Lower Than A Level,30-40%,35-55,0,60,Y,Pass,-109.0,,52.0,1438.0,4.0,4.0,0.0,75.0
EEE,2013J,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-28.0,,71.0,5260.0,4.0,4.0,0.0,87.25
EEE,2013J,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,-127.0,,14.0,151.0,1.0,1.0,0.0,49.0
EEE,2013J,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn,-117.0,37.0,5.0,15.0,0.0,0.0,0.0,0.0
EEE,2013J,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-67.0,,40.0,908.0,4.0,4.0,0.0,70.5
EEE,2013J,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,-90.0,,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,M,South Region,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn,-26.0,59.0,23.0,314.0,1.0,1.0,0.0,46.0
EEE,2013J,M,Scotland,HE Qualification,20-30%,0-35,0,30,N,Pass,-46.0,,65.0,2955.0,4.0,4.0,0.0,83.0
EEE,2013J,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,30,Y,Distinction,-38.0,,60.0,1437.0,4.0,4.0,0.0,85.25
EEE,2013J,M,North Region,A Level or Equivalent,20-30%,0-35,0,180,N,Pass,-17.0,,48.0,1089.0,4.0,4.0,0.0,77.75
EEE,2013J,M,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-53.0,,55.0,2443.0,4.0,4.0,0.0,88.5
EEE,2013J,M,North Region,HE Qualification,40-50%,0-35,0,40,N,Distinction,-80.0,,53.0,2510.0,4.0,4.0,0.0,96.0
EEE,2013J,M,North Region,Lower Than A Level,,0-35,0,90,N,Pass,-162.0,,39.0,778.0,3.0,3.0,0.0,55.0
EEE,2013J,M,South Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,-103.0,,29.0,460.0,1.0,1.0,0.0,66.0
EEE,2013J,M,Scotland,HE Qualification,40-50%,0-35,0,30,N,Distinction,-36.0,,54.0,2360.0,4.0,4.0,0.0,93.0
EEE,2013J,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,-127.0,,55.0,1463.0,4.0,4.0,0.0,73.25
EEE,2013J,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Distinction,-150.0,,60.0,2946.0,4.0,4.0,0.0,95.5
EEE,2013J,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,-52.0,,3.0,6.0,0.0,0.0,0.0,0.0
EEE,2013J,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,40,N,Distinction,-117.0,,60.0,1822.0,4.0,4.0,0.0,87.0
EEE,2013J,M,London Region,A Level or Equivalent,80-90%,0-35,0,90,N,Distinction,-153.0,,81.0,7866.0,4.0,4.0,0.0,87.0
EEE,2013J,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Fail,-49.0,,24.0,521.0,2.0,2.0,0.0,71.0
EEE,2013J,M,Scotland,No Formal quals,30-40%,35-55,0,45,N,Pass,-38.0,,48.0,1093.0,4.0,4.0,0.0,88.25
EEE,2013J,M,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-52.0,,63.0,2236.0,4.0,4.0,0.0,90.25
EEE,2013J,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-149.0,,39.0,643.0,3.0,3.0,0.0,92.33
EEE,2013J,M,East Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,-83.0,,54.0,2266.0,4.0,4.0,0.0,83.25
EEE,2013J,M,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,-180.0,72.0,17.0,221.0,1.0,1.0,0.0,89.0
EEE,2013J,M,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-67.0,,64.0,1897.0,4.0,4.0,0.0,80.25
EEE,2013J,M,Wales,A Level or Equivalent,20-30%,35-55,0,30,N,Pass,-53.0,,56.0,2560.0,4.0,4.0,0.0,77.5
EEE,2013J,M,Ireland,A Level or Equivalent,80-90%,0-35,0,30,N,Withdrawn,-42.0,34.0,21.0,247.0,0.0,0.0,0.0,0.0
EEE,2013J,M,East Anglian Region,Post Graduate Qualification,90-100%,0-35,0,60,N,Distinction,-52.0,,60.0,3401.0,4.0,4.0,0.0,98.0
EEE,2013J,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,Y,Pass,-101.0,,60.0,2128.0,4.0,4.0,0.0,92.75
EEE,2013J,M,Scotland,HE Qualification,80-90%,35-55,0,30,N,Withdrawn,-30.0,234.0,64.0,1444.0,4.0,4.0,0.0,87.0
EEE,2013J,M,East Midlands Region,HE Qualification,90-100%,35-55,0,30,N,Distinction,-22.0,,48.0,1261.0,4.0,4.0,0.0,88.75
EEE,2013J,M,South West Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,-57.0,,66.0,3698.0,4.0,4.0,0.0,87.5
EEE,2013J,M,Wales,Lower Than A Level,40-50%,0-35,0,120,N,Fail,-18.0,,44.0,1447.0,4.0,4.0,0.0,83.25
EEE,2013J,F,London Region,HE Qualification,30-40%,0-35,0,30,N,Pass,-75.0,,35.0,509.0,4.0,4.0,0.0,65.25
EEE,2013J,M,Scotland,A Level or Equivalent,10-20,0-35,0,30,Y,Withdrawn,-25.0,-2.0,27.0,524.0,1.0,1.0,0.0,92.0
EEE,2013J,M,South West Region,No Formal quals,30-40%,0-35,0,120,N,Withdrawn,-52.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,M,South West Region,A Level or Equivalent,60-70%,0-35,0,30,N,Pass,-166.0,,51.0,1030.0,4.0,4.0,0.0,91.25
EEE,2013J,M,London Region,HE Qualification,60-70%,35-55,0,60,N,Pass,-31.0,,68.0,3673.0,4.0,4.0,0.0,89.25
EEE,2013J,M,Ireland,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-89.0,118.0,23.0,607.0,0.0,0.0,0.0,0.0
EEE,2013J,M,Ireland,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-26.0,,49.0,1446.0,4.0,4.0,0.0,82.75
EEE,2013J,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-31.0,,46.0,1501.0,4.0,4.0,0.0,90.0
EEE,2013J,M,North Region,Lower Than A Level,20-30%,35-55,0,30,N,Pass,-15.0,,58.0,2495.0,4.0,4.0,0.0,81.5
EEE,2013J,M,Wales,A Level or Equivalent,70-80%,0-35,0,30,N,Fail,-30.0,,37.0,728.0,2.0,2.0,0.0,75.0
EEE,2013J,M,Wales,HE Qualification,70-80%,35-55,0,90,N,Withdrawn,-96.0,-85.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,F,South East Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,-52.0,154.0,31.0,537.0,2.0,2.0,0.0,82.5
EEE,2013J,M,London Region,A Level or Equivalent,60-70%,35-55,0,90,N,Withdrawn,-90.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,M,Yorkshire Region,Lower Than A Level,80-90%,0-35,0,90,N,Pass,-185.0,,53.0,3020.0,4.0,4.0,0.0,86.75
EEE,2013J,M,East Midlands Region,HE Qualification,30-40%,0-35,0,60,N,Pass,-59.0,,53.0,2570.0,4.0,4.0,0.0,88.0
EEE,2013J,M,North Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass,-130.0,,67.0,2298.0,4.0,4.0,0.0,86.75
EEE,2013J,M,Scotland,A Level or Equivalent,90-100%,35-55,0,50,N,Pass,-127.0,,60.0,1746.0,4.0,4.0,0.0,83.0
EEE,2013J,M,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-22.0,,46.0,705.0,4.0,4.0,0.0,60.5
EEE,2013J,M,Ireland,Lower Than A Level,10-20,0-35,0,60,N,Fail,-81.0,,24.0,1202.0,1.0,1.0,0.0,91.0
EEE,2013J,M,South Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,-32.0,,63.0,1318.0,4.0,4.0,0.0,83.25
EEE,2013J,M,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-59.0,,51.0,1431.0,2.0,2.0,0.0,53.0
EEE,2013J,M,North Western Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-30.0,,65.0,2175.0,4.0,4.0,0.0,90.75
EEE,2013J,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-143.0,,32.0,469.0,4.0,4.0,0.0,63.75
EEE,2013J,M,Scotland,HE Qualification,20-30%,0-35,0,60,N,Fail,-12.0,,51.0,1140.0,4.0,4.0,0.0,61.25
EEE,2013J,M,South West Region,Lower Than A Level,30-40%,35-55,0,30,N,Fail,-24.0,,25.0,582.0,2.0,2.0,0.0,66.0
EEE,2013J,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,45,N,Pass,-52.0,,58.0,1539.0,4.0,4.0,0.0,72.5
EEE,2013J,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,Y,Pass,-101.0,,52.0,1352.0,4.0,4.0,0.0,75.5
EEE,2013J,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,-173.0,,59.0,4613.0,4.0,4.0,0.0,84.75
EEE,2013J,M,Scotland,Post Graduate Qualification,70-80%,35-55,0,60,N,Withdrawn,-108.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,30,N,Pass,-185.0,,47.0,865.0,3.0,3.0,0.0,89.67
EEE,2013J,M,South Region,A Level or Equivalent,80-90%,0-35,0,30,N,Pass,-138.0,,42.0,772.0,3.0,3.0,0.0,76.67
EEE,2013J,F,South Region,Post Graduate Qualification,90-100%,35-55,0,50,N,Pass,-158.0,,62.0,4070.0,4.0,4.0,0.0,88.25
EEE,2013J,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,-113.0,,64.0,2065.0,4.0,4.0,0.0,83.0
EEE,2013J,M,East Anglian Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass,-38.0,,61.0,8839.0,4.0,4.0,0.0,80.75
EEE,2013J,M,Wales,No Formal quals,10-20,0-35,0,30,N,Fail,-46.0,,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-52.0,,61.0,1442.0,4.0,4.0,0.0,71.75
EEE,2013J,M,Scotland,HE Qualification,40-50%,35-55,0,30,Y,Pass,-93.0,,58.0,2177.0,4.0,4.0,0.0,74.75
EEE,2013J,M,Scotland,HE Qualification,20-30%,35-55,0,60,N,Pass,-142.0,,62.0,3593.0,3.0,3.0,0.0,83.0
EEE,2013J,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-92.0,,33.0,682.0,4.0,4.0,0.0,61.5
EEE,2013J,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Pass,-155.0,,56.0,1211.0,4.0,4.0,0.0,85.25
EEE,2013J,M,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Fail,-30.0,,15.0,202.0,1.0,1.0,0.0,62.0
EEE,2013J,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,30,N,Distinction,-128.0,,72.0,4358.0,4.0,4.0,0.0,91.0
EEE,2013J,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-144.0,,47.0,1198.0,4.0,4.0,0.0,89.5
EEE,2013J,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,85,N,Distinction,-48.0,,37.0,974.0,4.0,4.0,0.0,95.5
EEE,2013J,M,North Western Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,-103.0,37.0,6.0,19.0,0.0,0.0,0.0,0.0
EEE,2013J,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,Distinction,-127.0,,64.0,3271.0,4.0,4.0,0.0,90.75
EEE,2013J,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,-123.0,,49.0,948.0,4.0,4.0,0.0,68.25
EEE,2013J,M,North Western Region,HE Qualification,50-60%,0-35,0,60,N,Pass,-141.0,,57.0,1076.0,4.0,4.0,0.0,72.25
EEE,2013J,M,South East Region,A Level or Equivalent,60-70%,0-35,0,90,N,Withdrawn,-80.0,-21.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,M,London Region,A Level or Equivalent,20-30%,0-35,0,90,N,Pass,-36.0,,54.0,1654.0,4.0,4.0,0.0,76.5
EEE,2013J,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-19.0,,71.0,2631.0,4.0,4.0,0.0,94.25
EEE,2013J,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,30,N,Distinction,-30.0,,58.0,2804.0,4.0,4.0,0.0,85.75
EEE,2013J,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,-89.0,-61.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-32.0,,57.0,2341.0,4.0,4.0,0.0,89.75
EEE,2013J,M,East Midlands Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,-29.0,,68.0,6057.0,4.0,4.0,0.0,87.0
EEE,2013J,F,South West Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-44.0,,33.0,529.0,4.0,4.0,0.0,63.5
EEE,2013J,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-25.0,,63.0,2040.0,4.0,4.0,0.0,93.5
EEE,2013J,M,East Anglian Region,HE Qualification,80-90%,35-55,0,30,N,Pass,-28.0,,57.0,1420.0,4.0,4.0,0.0,86.75
EEE,2013J,M,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,-25.0,,15.0,404.0,2.0,2.0,0.0,60.5
EEE,2013J,M,East Midlands Region,A Level or Equivalent,10-20,35-55,0,30,N,Distinction,-155.0,,73.0,7548.0,4.0,4.0,0.0,86.5
